0.36212,0.17663,0.12511,0.011,0.28075,0.12079,0.06854,0.04146,0.36131,0.1766,0.12768,0.31766,0.29009,0.14217,0.07473,0.15248,0.35924,0.17418,0.12209,0.02981,0.27606,0.11913,0.06775,0.04252,0.36828,0.17979,0.12529,0.12188,0.28427,0.11824,0.0731,0.06632,0.35674,0.17473,0.12161,0.02921,0.27439,0.11803,0.06881,0.03187,0.36295,0.17655,0.12301,0.23989,0.29054,0.11787,0.06603,0.2748
0.36212,0.17657,0.12514,0.01103,0.28073,0.12077,0.06857,0.04168,0.36119,0.17708,0.12727,0.29929,0.29002,0.14129,0.07473,0.0925,0.35923,0.17408,0.12239,0.02975,0.27625,0.11872,0.06833,0.04218,0.3681,0.18006,0.12507,0.14616,0.2842,0.11762,0.07363,0.08349,0.35659,0.17461,0.12147,0.02959,0.27439,0.11837,0.06946,0.03442,0.36255,0.17638,0.12387,0.25544,0.29096,0.11782,0.066,0.25016
0.36184,0.17654,0.12507,0.01107,0.28061,0.12075,0.06852,0.04216,0.361,0.17689,0.12686,0.2636,0.28979,0.17188,0.07501,0.12172,0.35914,0.17385,0.12253,0.0299,0.27585,0.11795,0.06818,0.03923,0.36748,0.17999,0.12522,0.15491,0.28412,0.11694,0.07325,0.06924,0.35584,0.17457,0.12154,0.02959,0.27459,0.11827,0.06922,0.03367,0.36098,0.17708,0.12267,0.27,0.2913,0.11809,0.06536,0.26809
0.36171,0.17647,0.12499,0.01111,0.28051,0.12075,0.06843,0.04179,0.36064,0.17787,0.12711,0.31879,0.29023,0.2095,0.07533,0.17365,0.35895,0.17408,0.12178,0.02979,0.27573,0.11732,0.068,0.03579,0.36766,0.17985,0.12488,0.15536,0.28396,0.11665,0.07293,0.04789,0.3557,0.17467,0.12121,0.02956,0.27443,0.11914,0.06911,0.04513,0.35975,0.1766,0.12421,0.23023,0.29161,0.11799,0.06428,0.22976
0.36163,0.17651,0.12501,0.01114,0.28051,0.12079,0.06841,0.04194,0.36043,0.17712,0.12753,0.27365,0.28975,0.23584,0.0751,0.13087,0.35884,0.17368,0.12206,0.02965,0.27556,0.11744,0.06776,0.03439,0.36749,0.17961,0.12484,0.11221,0.28405,0.1169,0.07234,0.04526,0.35568,0.17448,0.12143,0.02962,0.27451,0.11944,0.06879,0.04403,0.35916,0.17641,0.12586,0.14672,0.29215,0.11863,0.06347,0.27534
0.36158,0.17646,0.125,0.01111,0.28047,0.12073,0.06841,0.04109,0.36043,0.17741,0.12726,0.23082,0.29016,0.19858,0.07526,0.25439,0.35879,0.17377,0.12144,0.02992,0.27548,0.11748,0.06767,0.04344,0.36738,0.17977,0.12468,0.15244,0.28401,0.11654,0.07225,0.31253,0.35563,0.17456,0.12115,0.02949,0.2744,0.11806,0.06859,0.03262,0.35919,0.17609,0.12571,0.16222,0.2918,0.11847,0.0631,0.26303
0.32636,0.17647,0.12496,0.01104,0.28031,0.12063,0.06838,0.04108,0.36568,0.17699,0.1269,0.23401,0.28998,0.21843,0.07513,0.25728,0.32561,0.17392,0.12184,0.02984,0.27531,0.11744,0.06742,0.04347,0.37707,0.17983,0.12459,0.12491,0.28392,0.11645,0.07208,0.308,0.32222,0.17459,0.12133,0.03042,0.27444,0.11874,0.06863,0.03198,0.3629,0.17696,0.12818,0.10361,0.29246,0.11779,0.06296,0.19605
0.04602,0.1764,0.12493,0.01098,0.28029,0.12064,0.06833,0.04115,0.26612,0.17721,0.12715,0.29204,0.28961,0.19933,0.07507,0.20703,0.06191,0.17397,0.12166,0.02973,0.275,0.11689,0.06744,0.04351,0.21882,0.17984,0.12471,0.31548,0.28391,0.11672,0.07186,0.35389,0.06149,0.17447,0.12105,0.02886,0.27442,0.11882,0.06854,0.03268,0.24296,0.17609,0.12816,0.29523,0.29216,0.11863,0.06259,0.20184
0.36117,0.17641,0.12486,0.01101,0.28029,0.12055,0.06833,0.04133,0.35971,0.1766,0.12713,0.20693,0.28971,0.18977,0.0751,0.18213,0.35834,0.17388,0.12159,0.02971,0.27517,0.11785,0.0673,0.04017,0.3667,0.17966,0.1244,0.35028,0.284,0.11675,0.07185,0.21946,0.35441,0.17446,0.12115,0.02887,0.27451,0.11781,0.0685,0.05529,0.35742,0.17695,0.12987,0.28952,0.29237,0.11831,0.06268,0.16081
0.29119,0.1764,0.12483,0.01098,0.28022,0.12051,0.0683,0.04118,0.34675,0.17664,0.12825,0.26712,0.28945,0.17031,0.075,0.23524,0.29259,0.17362,0.12148,0.02959,0.27467,0.11791,0.0673,0.04315,0.37963,0.17962,0.12432,0.38678,0.28393,0.1168,0.07184,0.34312,0.28933,0.17449,0.12093,0.02886,0.27458,0.11778,0.06854,0.03278,0.34786,0.17726,0.13203,0.26033,0.29265,0.11788,0.06267,0.19901
